categoria,tempo_preparo,rendimento,ingredientes
peixes-e-frutos-do-mar,60MIN,4 porções,500 g de camarao medio 1 1/2 xicara de arroz carnaroli ou arboreo 1 xicara de vinho branco seco 100 g de champignon opcional cortado em laminas 3 tomates italiano grandes maduros e picados 2 cebolas pequenas raladas 3 dentes de alho amassados 1 talo de salsao picadinho 1 caldo de camarao ou de peixe ou de legumes 100 g de creme de leite sal parmesao curry salsinha folha de louro e azeite a gosto
massas,60MIN,3 porções,1 xicara de cha de agua 1 ovo 3 colheres de sopa de acucar 3 colheres de sopa de oleo 30 g ou 2 tabletes de fermento biologico ou de padaria 1 colher de cha de sal 5 xicaras de farinha de trigo aproximadamente 200 g de apresuntado ou presunto 200 g de mussarela 15 g de bacon 1 xicara de cha de cheiro verde picado obs ou recheio de sua preferencia
doces-e-sobremesas,40MIN,6 porções,2 caixas de gelatina sabor morango 1 lata de leite condensado 1 lata de creme de leite 1 e 1/2 latas de leite use a medida do leite condensado 2 colheres sopa de maizena 1 caixa de morangos cortados ao meio limpos e sem folhas
bolos-e-tortas-doces,50MIN,15 porções,1 copo de fuba mimoso 1 copo de farinha de trigo 1 copo de leite 1 e 1/2 copos de acucar 1 xicara de oleo 3 ovos 1 colher de fermento em po sementes de erva doce a gosto
carnes,90MIN,3 porções,1 kg de costelinha de porco peca aproximadamente 1/2 limao 1 xicara de catchup 1/2 xicara de mostarda escura 1/2 copo de vinagre 1 colher de sopa de acucar sal e pimenta do reino a gosto
aves,30MIN,4 porções,1 kg de files de peito de frango tempero a gosto sal pimenta limao etc 3 ovos batidos farinha de rosca farinha de trigo
peixes-e-frutos-do-mar,15MIN,6 porções,1/2 kg de camarao medio limpo 2 colheres de sopa de azeite 1 cebola pequena picada 1 colher de sopa de farinha de trigo 1 tomate sem pele picado 1 tablete de caldo de camarao 1 caixinha de creme de leite salsinha
massas,120MIN,6 porções,4 ovos 1 pitada de sal cerca de 2 colheres de sopa de oleo farinha de trigo ate o ponto de poder abrir a massa 600 g de carne moida 1 cebola picada 3 tomates sem pele tempero verde a gosto 1 pomarola 2 colheres de sopa de manteiga um pouco de trigo 1 litro de leite 1 copo de requeijao 1 caixinha de creme de leite cerca de 1 colher de sobremesa de sal 2 colheres de maisena queijo ralado opcional1/2 kg de mussarela ralada ou em fatias para a montagem
doces-e-sobremesas,180MIN,10 porções,2 caixas de chocolate bis  1/2 colher sopa de margarina 1 e  1/2 latas medida de lata de leite 2 colheres sopa de amido de milho 1 lata de leite condensado 1 gema 1 colher sopa de manteiga 200 g de chocolate meio amargo picado 1 lata de creme de leite 2 claras em neve 3 colheres sopa de acucar
bolos-e-tortas-doces,60MIN,12 porções,2 xicaras cha de leite 1/2 xicara cha de oleo 2 ovos 1 pitada de sal 2 xicaras cha de fuba 2 xicaras cha de acucar 1 xicara cha de farinha de trigo 1 colher sopa de fermento em po
carnes,70MIN,4 porções,1/2 kg de feijao preto de boa qualidade 3 litros de agua 2 folhas de louro 6 a 8 dentes de alho amassados 1 cebola pequena bem picadinha 1 linguica calabresa e/ou paio picada em rodelas 2 colheres de sopa de oleo 1 tablete de caldo de carne ou costela sal a gosto
aves,30MIN,10 porções,2 cenouras cozidas e picadas 1/2 xicara de uvas passas 1 lata de milho verde 200 g de presunto picado 1 xicara de frango desfiado se for assado antes fica mais gostoso 1 maca verde picada 1/2 pote grande de maionese
peixes-e-frutos-do-mar,30MIN,6 porções,1 kg de file de tilapia suco de 1/2 limao 4 tomates em rodelas 4 cebolas em rodelas 1/2 xicara de cha de azeitonas pretas picadas 1/2 kg de batatas cozidas 1 colher de sopa de manteiga 1/2 xicara de cha de creme de leite 300 g de mussarela ralada azeite sal
massas,20MIN,8 porções, 1/2 copo de oleo  1/2 copo de leite 1 copo de farinha de trigo 2 ovos 4 colheres de queijo  1/2 colherinha de sal  1/2 colherinha de fermento em po
doces-e-sobremesas,45MIN,10 porções,1 copo tipo requeijao de arroz branco cru 3/4 copo tipo requeijao de acucar 1 lata de leite condensado 1 vidro de 200 ml de leite de coco 2 gemas 600 ml de leite 50 g de coco ralado seco canela em po para polvilhar
bolos-e-tortas-doces,50MIN,18 porções,2 ovos 2 xicaras de leite 2 xicaras de acucar 2 xicaras de fuba 2 xicaras de farinha de trigo 1 xicara de oleo 2 colheres cha de fermento em po use como medida a xicara de cha
carnes,60MIN,6 porções,1 kg de batata cozidas 1/2 kg de carne seca 1 lata de creme de leite 2 colheres de manteiga ou margarina alho a vontade 2 tomates picados tempero a gosto ou pimenta queijo ralado
aves,25MIN,3 porções,1/2 kg de peito de frango sem osso 1 vidro pequeno de cogumelos 1/2 lata de milho 3 colheres de catchup 2 colheres de extrato de tomate 1/2 vidro de requeijao 1 caixinha de creme de leite 1 cebola grande 2 dentes de alho 1 pitada de noz-moscada 1 cubinho de caldo de galinha sal a gosto
peixes-e-frutos-do-mar,20MIN,2 porções,1/2 kg de camarao medio suco de 1 limao 1/2 xicara de cafe de azeite de dende 2 cebolas medias cortadas em rodelas 1/2 xicara de cha de coentro 1/2 xicara de cha de salsinha picada 2 cebolinhas verdes cortadas 3 tomates cortados em rodelas sal a gosto 1 vidro de leite de coco
massas,30MIN,0 porções,7 colheres de maionese 3 xicaras de leite 1 caldo knorr de galinha 1 colher cafe de sal 3 xicaras de farinha de trigo peneirada
doces-e-sobremesas,140MIN,8 porções,1 lata de creme de leite 1 lata de leite a mesma medida da lata de creme de leite 2 latas de leite condensado 2 gemas 2 colheres de maisena 3 colheres de chocolate em po ou achocolatado biscoito maisena leite para molhar os biscoitos raspas de chocolate opcional manteiga sem sal ou margarina so para dar o ponto
bolos-e-tortas-doces,75MIN,15 porções,bolo 3 ovos 1/2 xicara cha de oleo 1 xicara cha de leite 1 xicara cha de acucar 1 xicara cha de chocolate em po 2 xicaras cha de farinha de trigo 1 colher sopa de fermento coco ralado a gosto calda 1 garrafa de leite de coco 1 xicara cha de leite 3 colheres sopa de acucar recheio 1 lata de leite condensado 1 colher sopa de margarina 100 g de coco ralado cobertura 3 colheres sopa de margarina 8 colheres sopa de acucar 2 colheres sopa de chocolate em po 2 xicaras cha de leite
carnes,120MIN,6 porções,500 g de carne seca 1 cebola picada 500 g de mandioca cozida em agua e sal 1 lata de creme de leite 1 copo de requeijao cremoso 1 cubo de caldo de legumes salsinha picada parmesao ralado a gosto
aves,90MIN,6 porções,6 coxas e 6 sobrecoxas de frango pode ser 1 kg de frango cortado a passarinho ou pedacos de peito como preferir 3 dentes de alho suco de 2 limoes sal a gosto pimenta a gosto azeite de oliva 1 ovo 1 xicara de leite 1 xicara de agua farinha de trigo
peixes-e-frutos-do-mar,40MIN,12 porções,1kg camarao bem graudo sem casca 1 cebola de cabeca 2 tomates 1 pimentao vermelho 1 dente de alho 1 copo de requeijao 1 lata de creme de leite 1 copo de champignon 1 litro de leite 2 colheres de amido de milho 1 lata de milho verde 200g de queijo prato fatiado
massas,50MIN,15 porções,500 g de massa de lasanha 500 g de carne moida 2 caixas de creme de leite 3 colheres de manteiga 3 colheres de farinha de trigo 500 g de presunto 500 g de mussarela sal a gosto 2 copos de leite 1 cebola ralada 3 colheres de oleo 1 caixa de molho de tomate 3 dentes de alho amassados 1 pacote de queijo ralado
doces-e-sobremesas,20MIN,0 porções,1 lata de leite condensado 3 colheres de sopa de chocolate em po 1 colher de manteiga ou margarina
bolos-e-tortas-doces,30MIN,10 porções,2 pacotes de bolo pronto de chocolate  tipo pulmann 1 copo de guarana 2 latas de leite condensado 100 g de coco ralado 2 colheres sopa de margarina 200 g de chocolate meio amargo 1 lata de creme de leite com soro coco ralado e raspas de chocolate para decorar
carnes,40MIN,10 porções,1 kg de carne moida de primeira 1/2 cebola picadinha 2 dentes de alho amassadinho sal e pimenta a gosto salsinha oleo para refogar 1 kg de batata holandesa 3 colheres sopa de manteiga leite o suficiente para dar o ponto no pure queijo parmesao ralado 300 g de mussarela
aves,60MIN,10 porções,2 peitos de frango sem osso e pele file 1 colher sopa de manteiga 1 fio de azeite 2 dentes de alho 2 cebolas 2 tomates 1/2 xicara cha de azeitonas fatiadas sal e molho de pimenta a gosto colorau salsinha 300 g de requeijao cremoso 300 g de mussarela ralada para decorar batata palha a gosto 2 latas de milho verde escorrido 2 xicaras cha de leite 1 caixinha de creme de leite 3 colheres sopa de manteiga ou margarina 3 colheres sopa de farinha de trigo sal se necessario
peixes-e-frutos-do-mar,45MIN,4 porções,1/2 kg de bacalhau em lascas 4 batatas grandes descascadas e cortadas em cubo 1 lata de creme de leite sem soro 1 xicara de cafe de leite de coco 100 g de queijo mussarela em tiras 100 g de queijo gorgonzola em pedacinhos 100 g de queijo parmesao ralado grosso ervas aromaticas e sal a gosto alecrim tomilho salsa salsinha manjericao e cebolinha tudo picadinho 1 colher de sopa de curry sal a gosto
massas,60MIN,5 porções,1 ou mais pacotes de massa fresca 300g de queijo mussarela 300g de presunto magro parmesao ralado a gosto 4 dentes de alho picadinhos 3 colheres sopa de manteiga 3 colheres sopa de farinha de trigo 300ml de leite sal pimenta e noz-moscada a gosto 2 colheres sopa de catupiry 1 cebola picadinha 2 dentes de alho picadinhos 1 cenoura bem picadinha 300g de carne moida 3 tomates amassados ou batidos no liquidificador sal pimenta e cheiro verde a gosto 1/2 xicara cha de vinho branco seco
doces-e-sobremesas,45MIN,10 porções,1 lata de leite condensado 1 lata de leite  utilize a lata de leite condensado como medida para o leite de vaca 3 gemas 1 lata de leite 2 colheres de nescau 3 claras em neve 4 colheres de acucar 1 lata de creme de leite 1 xicara de cha de acucar 1/2 xicara de cha de agua fervente
bolos-e-tortas-doces,60MIN,8 porções,2 pacotes de 200g de biscoito maisena passados no leite morno 12 bombons sonho de valsa 1 lata de leite condensado a mesma medida da lata de leite de vaca 1 ou 2 medidas 3 gemas 1 colher sopa de amido de milho 1/2 litro de leite 5 colheres sopa de chocolate em po 4 colheres sopa de acucar 2 colheres sopa de amido de milho 1 lata de creme de leite sem soro 3 claras em neve 6 colheres sopa de acucar
carnes,40MIN,8 porções,para a polenta 5 xicaras de cha de agua fria 1 xicara de cha de fuba pre-cozido 1 colher de sopa de azeite ou margarina 1 tablete de caldo de carne para o molho 300 g de carne moida 3 colheres de sopa de oleo ou azeite 1 cebola picadinha 2 dentes de alho picadinhos 2 tomates maduros picados 1 caixinha de molho de tomate pronto 1 xicara de agua 1 tablete de caldo de carne temperos a gosto oregano salsinha pimenta sal se necessario para finalizar mussarela em fatias a gosto queijo parmesao ralado para polvilhar
aves,40MIN,4 porções,2 sacos de batata pre-frita congelada ou 8 batatas grandes 1 calabresa cortada em cubos 200 g de bacon cortado em cubos 1 copo de requeijao 1 pacote pequeno de queijo ralado 200 g de mussarela ou queijo pato 1/4 de xicara de leite salsinha e cebolinha a gosto sal a gosto
peixes-e-frutos-do-mar,130MIN,10 porções,1 kg de bacalhau dessalgado e desfiado 1 kg de mandioca cozida e amassada 1 creme de leite 1 requeijao 1 cebola grande picada 1/2 vidro de leite de coco 1/2 xicara de azeitonas picadas verde ou preta 200 g de mussarela em fatias ou ralada azeite para fritar a cebola cheiro verde a gosto
massas,120MIN,8 porções,500 g de farinha de trigo 250 ml de leite 50 ml de agua 50g de margarina ou manteiga 10g de fermento biologico em po 2 ovos 1 colher de sopa de acucar 1 colher de cha de sal
doces-e-sobremesas,30MIN,6 porções,2 gelatinas de morango agua fervente 1 copo americano de leite 1 lata de leite condensado 1 colher sopa de maisena 1 caixinha de creme de leite morangos para enfeitar
bolos-e-tortas-doces,60MIN,8 porções,4 ovos 1 xicara de cha de oleo 1/2 laranja pera ou lima com casca 1/2 laranja pera ou lima sem casca 2 xicaras de acucar refinado 2 xicaras de farinha de trigo 1 colher de sopa de fermento em po suco de 1 laranja 5 colheres de sopa de acucar 1 colher de sopa de margarina
carnes,40MIN,5 porções,5 files de bisteca alho e sal a gosto para temperar 5 colheres de maionese 1 pacotinho de queijo ralado
aves,65MIN,6 porções,1 e 1/2 kg de coxas e sobrecoxas de frango 1 colher sopa cheia de mostarda 2 colheres sopa de oregano 10 dentes de alho amassados 2 cebolas medias picadas 3 colheres cheias de maionese 1 colher rasa de pimenta-do-reino 1/2 copo requeijao de vinagre branco 2 colheres de sal 1 lata de cerveja clara adicione apenas no momento de assar 1 kg de batatas medias sem casca e cortadas ao meio 1 cebola grande fatiada forma grande untada com manteiga ou margarina
peixes-e-frutos-do-mar,60MIN,6 porções,1 file de salmao partir ao meio o salmao 1 limao grande alho amassado paprica doce tomate cebola sal a gosto 2 potes de creme de leite fresco papel manteiga
massas,40MIN,10 porções,1 1/2 xicara cha de leite morno 1 ovo 1 tablete de fermento para pao 1 colher sobremesa de acucar 1 colher cha de sal 1/2 xicara cha de oleo 2 1/2 xicara cha de farinha de trigo
doces-e-sobremesas,25MIN,8 porções,1 lata de leite condensado 2 latas de leite utilize a lata de leite condensado como medida mais 1/2 copo de leite 2 ovos 2 colheres de sopa cheias de amido de milho 2 pacotes de gelatina sabor morango 6 colheres de sopa de acucar 4 copos de agua para fazer a gelatina
bolos-e-tortas-doces,15MIN,10 porções, 1/2 xicara de oleo 1 xicara de cha de acucar 1 xicara de cha de chocolate em po 3 ovos 1 xicara de cha de leite 2 xicaras de cha de farinha de trigo 1 colher de sopa de fermento em po
carnes,60MIN,8 porções,1 pacote de massa fresca para lasanha molho vermelho 1 kg de carne moida 1/2 cebola picada 1 lata de molho de tomate cheiro-verde a gosto sal a gosto oleo molho branco 1/2 litro de leite 1/2 cebola picada 1 colher de margarina 1/2 colher de amido de milho 1 caixinha de creme de leite pimenta-do-reino a gosto sal a gosto
aves,50MIN,6 porções,1 kg de moela de frango 2 caldos de carne 2 cabecas de cebola 2 colheres de molho shoyu 2 colheres de margarina 2 dentes de alho
peixes-e-frutos-do-mar,20MIN,12 porções,1 kg de sardinha limpa e fresca 3 limoes suco 4 dentes de alho amassado 2 xicaras cha de fuba ou farinha de trigo sal a gosto oleo para fritar
massas,50MIN,25 porções,1 lata de leite condensado 1 lata de agua morna medir na lata de leite condensado 1/2 lata de oleo medir na lata de leite condensado 4 ovos 2 colheres de sopa de acucar 2 tabletes de fermento fresco 1 pitada de sal 1 kg de farinha de trigo 1 xicara cha de acucar 1 xicara cha de agua
doces-e-sobremesas,40MIN,10 porções,500 g de canjica branca 1 lata de leite condensado 1 vidro de leite de coco 50 g de coco ralado umido e adocado 1 litro de leite 8 colheres sopa de acucar canela em po a gosto
bolos-e-tortas-doces,40MIN,12 porções,2 xicaras cha de acucar 3 xicaras cha de farinha de trigo 4 colheres sopa de margarina 3 ovos 1 e 1/2 xicara cha de leite 1 colher sopa bem cheia de fermento em po
carnes,60MIN,8 porções,1 kg de miolo de acem 3 caldos de carne 2 colheres sopa de azeite 1 pimentao vermelho 1 pimentao verde 1 cebola grande 1 dente de alho 2 latas de molho de tomate pronto
aves,40MIN,6 porções,10 files de frango levemente temperado com sal pimenta-do-reino e limao 1 pacote de creme de cebola pode ser sopa de cebola 1 caixinha de creme de leite 1 copo de requeijao 1 lata de milho verde escorrido salsinha picadinha a gosto
peixes-e-frutos-do-mar,70MIN,4 porções,4 postas de cacao ou garoupa 700 gramas suco de 1 limao 1 cebola grande cortada em rodelas 1 pimentao vermelho cortado em rodelas 1 pimentao verde cortado em rodelas 2 tomates maduros cortados em rodelas 2 colheres sopa de coentro 200 ml de leite de coco 1 colher sopa de azeite de dende 2 tabletes de caldo de camarao
massas,30MIN,15 porções,3 xicaras de farinha de trigo 1 xicara de agua morna ou um pouco mais 3 colheres sopa de oleo de soja milho girassol ou algodao 1 colher sopa de aguardente 1 colher sopa rasa de sal farinha de trigo para trabalhar a massa
